日期,股票代码,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率
2025-11-18,600519,1431.0,1476.0,1486.07,1420.01,389252,56463372517.0,4.62,3.22,45.99,3.11
